entryname,source,author,date,url,teamname,ranking
BR_250307_BRK,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,Brooklyn Nets,25
BR_250307_NOP,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,New Orleans Pelicans,24
BR_250307_CHI,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,Chicago Bulls,23
BR_250307_SAS,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,San Antonio Spurs,22
BR_250307_DAL,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,Dallas Mavericks,21
BR_250307_ORL,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,Orlando Magic,20
BR_250307_POR,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,Portland Trail Blazers,19
BR_250307_PHO,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,Phoenix Suns,18
BR_250307_ATL,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,Atlanta Hawks,17
BR_250307_MIA,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,Miami Heat,16
BR_250307_SAC,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,Sacramento Kings,15
BR_250307_DET,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,Detroit Pistons,14
BR_250307_LAC,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,Los Angeles Clippers,13
BR_250307_IND,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,Indiana Pacers,12
BR_250307_MIN,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,Minnesota Timberwolves,11
BR_250307_MEM,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,Memphis Grizzlies,10
BR_250307_HOU,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,Houston Rockets,9
BR_250307_DEN,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,Denver Nuggets,8
BR_250307_MIL,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,Milwaukee Bucks,7
BR_250307_GSW,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,Golden State Warriors,6
BR_250307_NYK,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,New York Knicks,5
BR_250307_LAL,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,Los Angeles Lakers,4
BR_250307_BOS,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,Boston Celtics,3
BR_250307_CLE,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,Cleveland Cavaliers,2
BR_250307_OKC,BR,Andy Bailey,250307,https://bleacherreport.com/articles/25165756-nba-power-rankings-can-anyone-catch-thunder-cavs-and-celtics,Oklahoma City Thunder,1
NBA_250310_CLE,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Cleveland Cavaliers,1
NBA_250310_OKC,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Oklahoma City Thunder,2
NBA_250310_BOS,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Boston Celtics,3
NBA_250310_LAL,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Los Angeles Lakers,4
NBA_250310_GSW,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Golden State Warriors,5
NBA_250310_DEN,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Denver Nuggets,6
NBA_250310_NYK,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,New York Knicks,7
NBA_250310_MIN,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Minnesota Timberwolves,8
NBA_250310_IND,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Indiana Pacers,9
NBA_250310_MEM,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Memphis Grizzlies,10
NBA_250310_HOU,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Houston Rockets,11
NBA_250310_LAC,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Los Angeles Clippers,12
NBA_250310_MIL,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Milwaukee Bucks,13
NBA_250310_DET,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Detroit Pistons,14
NBA_250310_SAC,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Sacramento Kings,15
NBA_250310_ATL,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Atlanta Hawks,16
NBA_250310_POR,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Portland Trail Blazers,17
NBA_250310_PHO,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Phoenix Suns,18
NBA_250310_ORL,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Orlando Magic,19
NBA_250310_MIA,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Miami Heat,20
NBA_250310_SAS,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,San Antonio Spurs,21
NBA_250310_DAL,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Dallas Mavericks,22
NBA_250310_CHI,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Chicago Bulls,23
NBA_250310_TOR,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Toronto Raptors,24
NBA_250310_NOP,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,New Orleans Pelicans,25
NBA_250310_BRK,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Brooklyn Nets,26
NBA_250310_PHI,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Philadelphia 76ers,27
NBA_250310_WAS,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Washington Wizards,28
NBA_250310_CHA,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Charlotte Hornets,29
NBA_250310_UTA,NBA,John Schuhmann,250310,https://www.nba.com/news/power-rankings-2024-25-week-21,Utah Jazz,30
ESPN_250312_CLE,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Cleveland Cavaliers,1
ESPN_250312_OKC,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Oklahoma City Thunder,2
ESPN_250312_BOS,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Boston Celtics,3
ESPN_250312_DEN,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Denver Nuggets,4
ESPN_250312_LAL,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Los Angeles Lakers,5
ESPN_250312_MEM,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Memphis Grizzlies,6
ESPN_250312_NYK,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,New York Knicks,7
ESPN_250312_GSW,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Golden State Warriors,8
ESPN_250312_HOU,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Houston Rockets,9
ESPN_250312_MIL,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Milwaukee Bucks,10
ESPN_250312_MIN,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Minnesota Timberwolves,11
ESPN_250312_IND,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Indiana Pacers,12
ESPN_250312_LAC,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Los Angeles Clippers,13
ESPN_250312_DET,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Detroit Pistons,14
ESPN_250312_SAC,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Sacramento Kings,15
ESPN_250312_PHO,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Phoenix Suns,16
ESPN_250312_ATL,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Atlanta Hawks,17
ESPN_250312_DAL,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Dallas Mavericks,18
ESPN_250312_ORL,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Orlando Magic,19
ESPN_250312_MIA,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Miami Heat,20
ESPN_250312_POR,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Portland Trail Blazers,21
ESPN_250312_SAS,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,San Antonio Spurs,22
ESPN_250312_CHI,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Chicago Bulls,23
ESPN_250312_PHI,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Philadelphia 76ers,24
ESPN_250312_BRK,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Brooklyn Nets,25
ESPN_250312_TOR,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Toronto Raptors,26
ESPN_250312_NOP,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,New Orleans Pelicans,27
ESPN_250312_CHA,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Charlotte Hornets,28
ESPN_250312_UTA,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Utah Jazz,29
ESPN_250312_WAS,ESPN,Staff,250312,https://www.espn.com/nba/story/_/page/nbapowerrankings44196411/nba-power-rankings-30-teams-injury-outlook,Washington Wizards,30
Score_250312_CLE,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Cleveland Cavaliers,1
Score_250312_OKC,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Oklahoma City Thunder,2
Score_250312_BOS,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Boston Celtics,3
Score_250312_LAL,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Los Angeles Lakers,4
Score_250312_DEN,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Denver Nuggets,5
Score_250312_GSW,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Golden State Warriors,6
Score_250312_NYK,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,New York Knicks,7
Score_250312_MIL,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Milwaukee Bucks,8
Score_250312_MEM,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Memphis Grizzlies,9
Score_250312_HOU,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Houston Rockets,10
Score_250312_DET,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Detroit Pistons,11
Score_250312_MIN,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Minnesota Timberwolves,12
Score_250312_IND,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Indiana Pacers,13
Score_250312_LAC,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Los Angeles Clippers,14
Score_250312_SAC,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Sacramento Kings,15
Score_250312_ORL,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Orlando Magic,16
Score_250312_ATL,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Atlanta Hawks,17
Score_250312_PHO,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Phoenix Suns,18
Score_250312_POR,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Portland Trail Blazers,19
Score_250312_MIA,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Miami Heat,20
Score_250312_CHI,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Chicago Bulls,21
Score_250312_SAS,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,San Antonio Spurs,22
Score_250312_TOR,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Toronto Raptors,23
Score_250312_NOP,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,New Orleans Pelicans,24
Score_250312_PHI,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Philadelphia 76ers,25
Score_250312_WAS,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Washington Wizards,26
Score_250312_BRK,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Brooklyn Nets,27
Score_250312_DAL,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Dallas Mavericks,28
Score_250312_CHA,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Charlotte Hornets,29
Score_250312_UTA,Score,Staff,250312,https://www.thescore.com/nba/news/3090363/nba-power-rankings-warriors-trending-in-right-direction,Utah Jazz,30
CBS_250313_CLE,CBS,Colin Ward-Henninger,250313,https://www.cbssports.com/nba/news/nba-power-rankings-warriors-enter-top-10-as-jimmy-butler-effect-continues-lakers-dip-without-lebron-james/,Cleveland Cavaliers,1
CBS_250313_OKC,CBS,Colin Ward-Henninger,250313,https://www.cbssports.com/nba/news/nba-power-rankings-warriors-enter-top-10-as-jimmy-butler-effect-continues-lakers-dip-without-lebron-james/,Oklahoma City Thunder,2
CBS_250313_BOS,CBS,Colin Ward-Henninger,250313,https://www.cbssports.com/nba/news/nba-power-rankings-warriors-enter-top-10-as-jimmy-butler-effect-continues-lakers-dip-without-lebron-james/,Boston Celtics,3
CBS_250313_MEM,CBS,Colin Ward-Henninger,250313,https://www.cbssports.com/nba/news/nba-power-rankings-warriors-enter-top-10-as-jimmy-butler-effect-continues-lakers-dip-without-lebron-james/,Memphis Grizzlies,4
CBS_250313_NYK,CBS,Colin Ward-Henninger,250313,https://www.cbssports.com/nba/news/nba-power-rankings-warriors-enter-top-10-as-jimmy-butler-effect-continues-lakers-dip-without-lebron-james/,New York Knicks,5
CBS_250313_DEN,CBS,Colin Ward-Henninger,250313,https://www.cbssports.com/nba/news/nba-power-rankings-warriors-enter-top-10-as-jimmy-butler-effect-continues-lakers-dip-without-lebron-james/,Denver Nuggets,6
CBS_250313_HOU,CBS,Colin Ward-Henninger,250313,https://www.cbssports.com/nba/news/nba-power-rankings-warriors-enter-top-10-as-jimmy-butler-effect-continues-lakers-dip-without-lebron-james/,Houston Rockets,7
CBS_250313_LAL,CBS,Colin Ward-Henninger,250313,https://www.cbssports.com/nba/news/nba-power-rankings-warriors-enter-top-10-as-jimmy-butler-effect-continues-lakers-dip-without-lebron-james/,Los Angeles Lakers,8
CBS_250313_MIN,CBS,Colin Ward-Henninger,250313,https://www.cbssports.com/nba/news/nba-power-rankings-warriors-enter-top-10-as-jimmy-butler-effect-continues-lakers-dip-without-lebron-james/,Minnesota Timberwolves,9
CBS_250313_GSW,CBS,Colin Ward-Henninger,250313,https://www.cbssports.com/nba/news/nba-power-rankings-warriors-enter-top-10-as-jimmy-butler-effect-continues-lakers-dip-without-lebron-james/,Golden State Warriors,10
